respondent_id,xyz_vaccine,seasonal_vaccine
32119.0,0.985,0.915
32121.0,0.213,0.741
32122.0,0.059,0.909
32123.0,0.015,0.114
32124.0,0.008,0.124
32126.0,0.128,0.194
32128.0,0.588,0.638
32129.0,0.272,0.391
32130.0,0.536,0.875
32131.0,0.088,0.536
32132.0,1.0,0.921
32133.0,0.023,0.691
32134.0,0.32,0.4
32135.0,0.231,0.56
32136.0,0.323,0.185
32138.0,0.066,0.801
32140.0,0.662,0.614
32142.0,0.32,0.816
32144.0,0.005,0.174
32146.0,0.038,0.452
32147.0,0.424,0.808
32148.0,0.004,0.397
32150.0,0.759,0.909
32151.0,0.072,0.275
32152.0,0.109,0.721
32153.0,0.631,0.428
32154.0,0.149,0.517
32155.0,0.003,0.453
32156.0,0.156,0.838
32157.0,0.655,0.649
32158.0,0.0,0.264
32159.0,0.039,0.263
32160.0,0.235,0.578
32161.0,0.063,0.301
32162.0,0.937,0.819
32163.0,0.307,0.669
32165.0,0.002,0.149
32167.0,0.222,0.618
32168.0,0.002,0.077
32170.0,0.321,0.489
32171.0,0.0,0.159
32172.0,0.829,0.908
32173.0,0.022,0.117
32174.0,0.0,0.208
32175.0,0.004,0.133
32176.0,0.003,0.295
32177.0,0.22,0.262
32178.0,0.096,0.41
32179.0,0.964,0.782
32180.0,0.001,0.608
32183.0,0.164,0.41
32184.0,0.521,0.481
32185.0,0.091,0.619
32186.0,0.01,0.376
32187.0,0.08,0.708
32188.0,0.204,0.327
32189.0,0.002,0.108
32190.0,0.216,0.129
32191.0,0.0,0.183
32192.0,0.515,0.249
32193.0,0.002,0.089
32194.0,0.08,0.411
32195.0,0.772,0.385
32196.0,0.76,0.218
32198.0,0.954,0.764
32199.0,0.004,0.581
32200.0,0.187,0.653
32201.0,0.204,0.691
32202.0,0.0,0.3
32203.0,0.224,0.834
32204.0,0.027,0.511
32206.0,0.003,0.075
32207.0,0.001,0.055
32208.0,0.003,0.033
32209.0,0.005,0.213
32210.0,0.676,0.362
32211.0,0.827,0.911
32212.0,0.008,0.797
32213.0,0.033,0.099
32215.0,0.022,0.155
32216.0,0.004,0.117
32217.0,0.0,0.196
32218.0,0.0,0.036
32219.0,0.016,0.316
32220.0,0.22,0.57
32221.0,0.0,0.062
32222.0,0.004,0.116
32225.0,0.042,0.049
32226.0,0.004,0.143
32227.0,0.753,0.378
32228.0,0.344,0.843
32229.0,0.006,0.367
32231.0,0.002,0.115
32232.0,0.012,0.522
32233.0,0.0,0.661
32235.0,0.766,0.857
32236.0,0.082,0.273
32237.0,0.008,0.563
32238.0,0.029,0.345
32239.0,0.148,0.761
32241.0,0.135,0.531
32245.0,0.85,0.33
32246.0,0.005,0.507
32247.0,0.004,0.04
32248.0,0.318,0.125
32249.0,0.007,0.552
32252.0,0.011,0.118
32254.0,0.56,0.78
32255.0,0.625,0.611
32256.0,0.574,0.289
32257.0,0.924,0.738
32258.0,0.992,0.772
32259.0,0.0,0.056
32260.0,0.009,0.282
32261.0,0.009,0.207
32263.0,0.121,0.274
32264.0,0.072,0.24
32265.0,0.302,0.69
32266.0,0.028,0.451
32269.0,0.096,0.347
32270.0,0.004,0.24
32271.0,0.598,0.387
32274.0,0.195,0.688
32275.0,0.014,0.043
32276.0,0.678,0.833
32279.0,0.008,0.647
32280.0,0.145,0.541
32281.0,0.581,0.645
32282.0,0.278,0.467
32283.0,0.0,0.369
32284.0,0.336,0.753
32285.0,0.098,0.028
32286.0,0.023,0.579
32287.0,0.027,0.746
32288.0,0.0,0.06
32290.0,0.943,0.759
32291.0,0.029,0.614
32292.0,0.021,0.21
32295.0,0.105,0.11
32296.0,0.045,0.723
32297.0,0.154,0.187
32298.0,0.032,0.295
32300.0,0.001,0.073
32302.0,0.516,0.813
32304.0,0.304,0.884
32305.0,0.997,0.752
32306.0,0.023,0.287
32308.0,0.256,0.722
32309.0,0.681,0.94
32310.0,0.0,0.061
32311.0,0.873,0.213
32312.0,0.958,0.897
32314.0,0.283,0.677
32315.0,0.0,0.074
32316.0,0.034,0.168
32318.0,0.008,0.169
32319.0,0.981,0.904
32320.0,0.006,0.195
32321.0,0.436,0.609
32322.0,0.534,0.706
32323.0,0.988,0.858
32324.0,0.026,0.219
32325.0,0.991,0.727
32326.0,0.383,0.578
32327.0,0.064,0.675
32329.0,0.004,0.344
32332.0,0.001,0.275
32333.0,0.0,0.1
32334.0,0.416,0.905
32336.0,0.006,0.136
32337.0,0.973,0.89
32339.0,0.021,0.165
32341.0,0.065,0.368
32342.0,0.221,0.431
32343.0,0.098,0.35
32344.0,0.002,0.079
32345.0,0.002,0.171
32346.0,0.166,0.777
32348.0,0.208,0.215
32349.0,0.293,0.599
32350.0,0.002,0.133
32352.0,0.889,0.238
32354.0,0.04,0.868
32355.0,0.007,0.157
32356.0,0.003,0.075
32357.0,0.021,0.413
32358.0,0.005,0.411
32359.0,0.578,0.87
32361.0,0.022,0.245
32363.0,0.024,0.422
32364.0,0.002,0.209
32368.0,0.135,0.505
32369.0,0.014,0.017
32370.0,0.142,0.123
32371.0,0.646,0.727
32372.0,0.653,0.119
32373.0,0.014,0.113
32374.0,0.003,0.543
32377.0,0.565,0.859
32378.0,0.024,0.173
32380.0,0.006,0.061
32382.0,0.792,0.307
32384.0,0.302,0.86
32385.0,0.013,0.086
32387.0,0.156,0.605
32389.0,1.0,0.955
32390.0,0.973,0.482
32391.0,0.895,0.489
32393.0,0.004,0.415
32394.0,0.95,0.814
32396.0,0.993,0.885
32397.0,0.036,0.234
32398.0,0.013,0.466
32399.0,0.585,0.129
32400.0,0.278,0.689
32401.0,0.962,0.11
32402.0,0.195,0.61
32403.0,0.004,0.645
32404.0,0.996,0.309
32405.0,0.05,0.204
32406.0,0.061,0.161
32407.0,0.002,0.023
32408.0,0.103,0.641
32409.0,0.013,0.19
32410.0,0.005,0.272
32412.0,0.009,0.222
32413.0,0.003,0.296
32414.0,0.0,0.183
32415.0,0.013,0.723
32416.0,0.07,0.182
32417.0,0.025,0.288
32418.0,0.107,0.289
32419.0,0.018,0.629
32420.0,0.008,0.279
32421.0,0.0,0.028
32422.0,0.907,0.513
32423.0,0.017,0.056
32424.0,0.997,0.913
32425.0,0.938,0.429
32426.0,0.388,0.576
32427.0,0.01,0.714
32428.0,0.557,0.875
32429.0,0.082,0.245
32431.0,0.01,0.208
32432.0,0.245,0.731
32437.0,0.053,0.146
32438.0,0.005,0.111
32439.0,0.0,0.232
32441.0,0.021,0.15
32443.0,0.165,0.627
32444.0,0.03,0.14
32445.0,0.989,0.634
32446.0,1.0,0.813
32447.0,0.918,0.872
32448.0,0.018,0.64
32449.0,0.016,0.267
32450.0,0.143,0.448
32451.0,0.005,0.22
32452.0,0.018,0.158
32453.0,0.342,0.666
32454.0,0.822,0.68
32455.0,0.508,0.626
32456.0,0.984,0.778
32457.0,0.896,0.721
32458.0,0.0,0.124
32459.0,0.001,0.333
32460.0,0.0,0.337
32461.0,0.0,0.165
32462.0,0.004,0.078
32463.0,0.932,0.653
32465.0,0.072,0.141
32466.0,0.534,0.815
32467.0,0.017,0.227
32468.0,0.462,0.523
32469.0,0.0,0.154
32470.0,0.005,0.076
32471.0,0.522,0.444
32472.0,0.035,0.938
32473.0,0.0,0.047
32474.0,0.748,0.901
32475.0,0.0,0.467
32477.0,0.06,0.31
32478.0,0.024,0.389
32479.0,0.006,0.052
32480.0,0.064,0.305
32481.0,0.009,0.908
32482.0,0.013,0.198
32483.0,0.491,0.92
32484.0,0.224,0.296
32485.0,0.032,0.157
32487.0,0.0,0.067
32488.0,0.004,0.298
32490.0,0.685,0.794
32491.0,0.001,0.246
32492.0,0.096,0.22
32493.0,0.948,0.861
32494.0,0.001,0.041
32495.0,0.691,0.634
32496.0,0.003,0.186
32497.0,0.0,0.491
32498.0,0.051,0.124
32499.0,0.027,0.339
32502.0,0.018,0.47
32503.0,0.013,0.197
32504.0,0.845,0.955
32506.0,0.027,0.256
32507.0,0.999,0.907
32508.0,0.003,0.037
32509.0,0.073,0.232
32511.0,0.004,0.055
32512.0,0.034,0.824
32513.0,0.014,0.085
32514.0,0.141,0.166
32515.0,0.494,0.09
32516.0,0.001,0.355
32517.0,0.186,0.914
32518.0,0.959,0.54
32519.0,0.002,0.059
32520.0,0.704,0.851
32521.0,0.998,0.923
32522.0,0.987,0.61
32524.0,0.102,0.145
32525.0,0.01,0.112
32526.0,0.545,0.372
32528.0,0.196,0.496
32529.0,0.003,0.519
32530.0,0.003,0.693
32531.0,0.385,0.668
32534.0,0.833,0.799
32536.0,0.995,0.596
32537.0,0.711,0.903
32538.0,0.019,0.421
32540.0,0.23,0.501
32542.0,0.868,0.713
32543.0,0.003,0.033
32544.0,0.005,0.114
32546.0,0.519,0.537
32547.0,0.272,0.699
32548.0,0.184,0.826
32549.0,0.025,0.279
32550.0,0.993,0.863
32551.0,0.0,0.118
32552.0,0.202,0.414
32553.0,0.002,0.108
32554.0,0.042,0.662
32555.0,0.965,0.923
32556.0,0.998,0.704
32557.0,0.004,0.292
32558.0,0.053,0.425
32560.0,0.752,0.54
32562.0,0.0,0.107
32563.0,0.891,0.729
32564.0,0.0,0.16
32565.0,0.022,0.305
32567.0,0.493,0.403
32568.0,0.637,0.445
32569.0,0.023,0.464
32570.0,0.137,0.3
32571.0,0.067,0.681
32572.0,0.003,0.132
32573.0,0.0,0.069
32574.0,0.518,0.135
32576.0,0.006,0.33
32577.0,0.005,0.039
32578.0,0.209,0.723
32579.0,0.147,0.533
32580.0,0.997,0.589
32581.0,0.002,0.04
32582.0,0.003,0.342
32583.0,0.166,0.204
32584.0,0.358,0.442
32585.0,0.011,0.286
32587.0,0.024,0.052
32588.0,0.015,0.208
32589.0,0.428,0.557
32591.0,0.12,0.126
32592.0,0.843,0.491
32593.0,0.063,0.811
32595.0,0.139,0.897
32596.0,0.009,0.104
32597.0,0.994,0.888
32598.0,0.001,0.218
32599.0,0.125,0.189
32600.0,0.03,0.229
32601.0,0.001,0.391
32603.0,0.425,0.464
32605.0,0.0,0.079
32606.0,0.055,0.3
32607.0,0.002,0.32
32610.0,0.125,0.16
32611.0,0.929,0.884
32612.0,0.288,0.809
32614.0,0.009,0.616
32615.0,0.026,0.139
32616.0,0.099,0.777
32617.0,0.012,0.346
32618.0,0.01,0.432
32619.0,0.533,0.661
32620.0,0.97,0.89
32621.0,0.058,0.11
32622.0,0.811,0.798
32623.0,0.467,0.559
32624.0,0.166,0.496
32625.0,0.002,0.172
32628.0,0.246,0.743
32629.0,0.989,0.974
32631.0,0.002,0.311
32632.0,0.0,0.087
32633.0,0.001,0.221
32634.0,0.204,0.73
32636.0,0.0,0.096
32637.0,0.527,0.353
32638.0,0.009,0.146
32639.0,0.03,0.249
32640.0,0.02,0.129
32641.0,0.373,0.898
32642.0,0.75,0.795
32643.0,0.003,0.247
32644.0,0.946,0.579
32645.0,0.129,0.777
32646.0,0.916,0.213
32647.0,0.002,0.678
32648.0,0.971,0.224
32649.0,0.22,0.789
32650.0,0.032,0.31
32651.0,0.742,0.341
32653.0,0.009,0.127
32654.0,0.368,0.94
32655.0,0.061,0.497
32656.0,0.997,0.078
32657.0,0.105,0.926
32658.0,0.075,0.545
32659.0,0.023,0.263
32660.0,0.982,0.948
32661.0,0.008,0.17
32663.0,0.017,0.039
32664.0,0.037,0.529
32665.0,0.061,0.142
32666.0,0.002,0.255
32667.0,0.005,0.069
32668.0,0.026,0.478
32670.0,0.086,0.216
32671.0,0.024,0.547
32672.0,0.008,0.07
32673.0,0.037,0.061
32674.0,0.011,0.351
32676.0,0.0,0.663
32677.0,0.403,0.343
32678.0,0.686,0.906
32679.0,0.015,0.13
32680.0,0.036,0.218
32681.0,0.0,0.013
32682.0,0.0,0.095
32683.0,0.116,0.22
32684.0,0.526,0.325
32685.0,0.001,0.077
32686.0,0.253,0.445
32687.0,0.0,0.061
32688.0,0.0,0.196
32689.0,0.01,0.216
32690.0,0.997,0.86
32691.0,0.002,0.306
32692.0,0.974,0.658
32693.0,0.009,0.063
32694.0,0.424,0.12
32695.0,0.011,0.786
32696.0,0.046,0.251
32697.0,0.615,0.867
32698.0,0.344,0.937
32699.0,0.015,0.184
32700.0,0.062,0.391
32702.0,0.725,0.739
32703.0,0.14,0.443
32704.0,0.16,0.585
32705.0,0.996,0.505
32706.0,0.036,0.365
32707.0,0.838,0.786
32708.0,0.567,0.342
32709.0,0.01,0.499
32710.0,0.964,0.884
32711.0,0.555,0.631
32713.0,0.006,0.067
32714.0,0.944,0.652
32715.0,0.08,0.684
32719.0,0.0,0.438
32720.0,0.003,0.225
32721.0,0.186,0.255
32722.0,0.027,0.602
32723.0,0.271,0.76
32724.0,0.0,0.059
32725.0,0.68,0.545
32726.0,0.006,0.339
32730.0,0.152,0.499
32731.0,0.649,0.498
32732.0,0.008,0.181
32733.0,0.278,0.183
32734.0,0.517,0.677
32735.0,0.002,0.205
32737.0,0.001,0.166
32738.0,0.001,0.419
32739.0,0.339,0.237
32740.0,0.012,0.077
32742.0,0.236,0.589
32743.0,0.002,0.07
32744.0,0.047,0.404
32745.0,0.0,0.22
32746.0,0.066,0.694
32748.0,0.003,0.249
32749.0,0.066,0.271
32751.0,0.006,0.236
32753.0,0.796,0.839
32754.0,0.004,0.036
32755.0,0.998,0.882
32756.0,0.0,0.108
32757.0,0.996,0.788
32758.0,0.215,0.554
32759.0,0.056,0.956
32760.0,0.351,0.771
32761.0,0.014,0.76
32762.0,0.012,0.492
32763.0,0.409,0.837
32764.0,0.715,0.785
32765.0,0.006,0.15
32766.0,0.025,0.2
32768.0,0.224,0.138
32769.0,0.013,0.381
32770.0,0.98,0.608
32771.0,0.538,0.811
32774.0,0.278,0.856
32775.0,0.146,0.695
32776.0,0.258,0.695
32777.0,0.605,0.834
32778.0,0.3,0.876
32779.0,0.7,0.51
32780.0,0.47,0.901
32782.0,0.0,0.232
32783.0,0.0,0.151
32784.0,0.0,0.085
32785.0,0.007,0.684
32786.0,0.011,0.593
32787.0,0.056,0.415
32788.0,0.213,0.913
32789.0,0.007,0.045
32790.0,0.898,0.854
32791.0,0.474,0.517
32792.0,0.008,0.184
32793.0,0.119,0.359
32794.0,0.0,0.474
32795.0,0.021,0.445
32796.0,0.005,0.07
32797.0,0.006,0.19
32798.0,0.983,0.812
32799.0,0.031,0.824
32800.0,0.001,0.051
32802.0,0.005,0.067
32803.0,0.329,0.494
32804.0,0.973,0.624
32805.0,0.002,0.068
32806.0,0.083,0.35
32807.0,0.012,0.301
32808.0,0.01,0.109
32809.0,0.001,0.036
32810.0,0.075,0.044
32811.0,0.049,0.056
32812.0,0.994,0.801
32813.0,0.894,0.354
32814.0,0.002,0.241
32816.0,0.381,0.267
32817.0,0.035,0.487
32818.0,0.018,0.076
32819.0,0.187,0.564
32820.0,0.007,0.346
32821.0,0.78,0.616
32822.0,0.641,0.491
32824.0,0.053,0.088
32826.0,0.089,0.191
32827.0,0.461,0.547
32828.0,0.999,0.821
32829.0,0.132,0.337
32830.0,0.009,0.224
32831.0,0.062,0.277
32832.0,0.685,0.035
32833.0,0.942,0.806
32834.0,0.006,0.34
32835.0,0.998,0.875
32836.0,0.109,0.513
32837.0,0.033,0.172
32838.0,0.296,0.445
32839.0,0.076,0.442
32841.0,0.0,0.022
32842.0,0.225,0.105
32843.0,0.348,0.474
32845.0,0.022,0.493
32846.0,0.0,0.191
32847.0,0.003,0.155
32849.0,0.026,0.314
32850.0,0.056,0.123
32851.0,0.014,0.478
32852.0,0.002,0.09
32853.0,0.742,0.595
32854.0,0.014,0.15
32856.0,0.991,0.937
32857.0,0.003,0.862
32858.0,0.349,0.751
32859.0,0.047,0.635
32860.0,0.022,0.309
32861.0,0.264,0.396
32863.0,0.668,0.38
32864.0,0.006,0.13
32867.0,0.154,0.81
32869.0,0.897,0.275
32870.0,0.055,0.256
32871.0,0.618,0.115
32873.0,0.007,0.191
32874.0,0.173,0.209
32875.0,0.997,0.935
32876.0,0.008,0.602
32877.0,0.009,0.359
32878.0,0.895,0.487
32880.0,0.169,0.685
32882.0,0.018,0.091
32884.0,0.031,0.684
32885.0,0.721,0.777
32887.0,0.007,0.045
32888.0,0.152,0.319
32889.0,0.453,0.529
32891.0,0.977,0.864
32892.0,0.098,0.577
32894.0,0.022,0.615
32895.0,0.011,0.705
32896.0,0.022,0.284
32897.0,0.247,0.679
32898.0,0.451,0.712
32900.0,0.218,0.633
32901.0,0.036,0.055
32902.0,0.01,0.302
32903.0,0.009,0.617
32904.0,0.049,0.316
32905.0,0.0,0.272
32906.0,0.245,0.419
32907.0,0.036,0.674
32908.0,0.019,0.442
32910.0,0.005,0.931
32911.0,0.024,0.57
32912.0,0.097,0.616
32913.0,0.006,0.681
32914.0,0.661,0.695
32915.0,0.002,0.189
32917.0,0.407,0.848
32918.0,0.523,0.631
32919.0,0.01,0.28
32921.0,0.844,0.536
32922.0,0.985,0.966
32923.0,0.015,0.329
32924.0,0.12,0.179
32925.0,0.0,0.051
32926.0,0.014,0.144
32927.0,0.001,0.069
32928.0,0.997,0.839
32929.0,0.001,0.149
32931.0,0.024,0.591
32932.0,0.005,0.67
32934.0,0.996,0.81
32935.0,0.255,0.648
32937.0,0.012,0.696
32938.0,0.203,0.646
32939.0,0.042,0.148
32940.0,0.077,0.532
32943.0,0.004,0.327
32944.0,0.093,0.289
32946.0,0.026,0.223
32947.0,0.006,0.273
32948.0,0.226,0.37
32949.0,0.388,0.851
32950.0,0.0,0.02
32951.0,0.0,0.022
32952.0,0.753,0.762
32953.0,0.012,0.276
32954.0,0.032,0.473
32955.0,0.817,0.601
32956.0,0.021,0.69
32957.0,0.442,0.824
32958.0,0.958,0.478
32959.0,0.503,0.654
32960.0,0.72,0.836
32961.0,0.0,0.055
32962.0,0.06,0.539
32963.0,0.062,0.138
32964.0,0.002,0.636
32965.0,0.004,0.114
32966.0,0.04,0.378
32967.0,0.0,0.009
32968.0,0.002,0.063
32969.0,0.183,0.472
32970.0,0.217,0.061
32971.0,0.015,0.298
32972.0,0.086,0.256
32973.0,0.998,0.71
32974.0,0.111,0.343
32975.0,0.149,0.299
32976.0,0.04,0.06
32978.0,0.169,0.191
32979.0,0.017,0.634
32981.0,0.005,0.265
32982.0,0.538,0.564
32983.0,0.0,0.259
32984.0,0.0,0.142
32985.0,0.625,0.741
32987.0,0.983,0.807
32988.0,0.981,0.882
32989.0,0.001,0.481
32990.0,0.001,0.723
32991.0,0.284,0.9
32992.0,0.859,0.209
32993.0,0.124,0.65
32994.0,0.001,0.068
32995.0,0.018,0.128
32996.0,0.064,0.534
32997.0,0.135,0.642
33000.0,0.002,0.133
33001.0,0.014,0.75
33002.0,0.024,0.104
33005.0,0.991,0.351
33006.0,0.414,0.6
33007.0,0.009,0.108
33008.0,0.0,0.821
33010.0,0.961,0.776
33013.0,0.104,0.215
33015.0,0.002,0.121
33017.0,0.183,0.874
33019.0,0.009,0.675
33020.0,0.001,0.21
33021.0,0.302,0.942
33022.0,0.048,0.649
33023.0,0.001,0.297
33024.0,0.392,0.839
33025.0,0.086,0.244
33026.0,0.891,0.852
33027.0,0.001,0.069
33028.0,0.091,0.196
33029.0,0.005,0.321
33030.0,0.429,0.057
33031.0,0.881,0.536
33032.0,0.272,0.413
33033.0,0.001,0.56
33034.0,0.033,0.867
33035.0,0.016,0.284
33036.0,0.014,0.318
33037.0,0.554,0.762
33039.0,0.062,0.534
33040.0,0.994,0.557
33042.0,0.004,0.163
33043.0,0.941,0.923
33044.0,0.048,0.102
33045.0,0.208,0.672
33048.0,0.05,0.534
33050.0,0.989,0.769
33053.0,0.003,0.355
33055.0,0.135,0.594
33056.0,0.0,0.106
33057.0,0.024,0.244
33058.0,0.0,0.352
33059.0,0.39,0.902
33061.0,0.042,0.915
33062.0,0.004,0.053
33066.0,0.071,0.441
33067.0,0.16,0.376
33068.0,0.339,0.136
33069.0,0.23,0.827
33070.0,0.78,0.599
33071.0,0.111,0.331
33072.0,0.065,0.428
33074.0,0.025,0.384
33076.0,0.0,0.128
33077.0,0.929,0.652
33078.0,0.032,0.836
33079.0,0.689,0.818
33081.0,0.037,0.054
33082.0,0.075,0.727
33083.0,0.791,0.219
33084.0,0.054,0.233
33085.0,0.622,0.633
33086.0,0.174,0.375
33087.0,0.026,0.147
33088.0,0.495,0.752
33089.0,0.078,0.645
33090.0,0.034,0.259
33091.0,0.057,0.325
33092.0,0.0,0.769
33094.0,0.451,0.768
33095.0,0.602,0.778
33096.0,0.003,0.328
33097.0,0.0,0.05
33098.0,0.045,0.111
33100.0,0.047,0.194
33101.0,0.933,0.851
33102.0,0.077,0.516
33103.0,0.0,0.032
33104.0,0.034,0.745
33105.0,0.004,0.108
33106.0,0.77,0.484
33107.0,0.018,0.292
33108.0,0.998,0.877
33109.0,0.263,0.29
33110.0,0.958,0.701
33112.0,0.0,0.047
33113.0,0.013,0.265
33114.0,0.039,0.678
33116.0,0.247,0.2
33117.0,0.036,0.382
33118.0,0.702,0.311
33120.0,0.935,0.781
33121.0,0.176,0.043
33122.0,0.001,0.57
33123.0,0.999,0.79
33124.0,0.048,0.373
33125.0,0.057,0.319
33126.0,0.805,0.479
33127.0,0.076,0.175
33128.0,0.144,0.527
33129.0,0.928,0.365
33130.0,0.267,0.27
33131.0,0.699,0.766
33132.0,0.444,0.694
33133.0,0.093,0.402
33134.0,0.44,0.767
33135.0,0.0,0.113
33136.0,0.005,0.38
33137.0,0.128,0.675
33139.0,0.277,0.275
33140.0,0.944,0.775
33141.0,0.19,0.749
33142.0,0.0,0.197
33143.0,0.027,0.214
33145.0,0.99,0.512
33146.0,0.275,0.79
33147.0,0.707,0.305
33148.0,0.79,0.403
33149.0,0.997,0.81
33150.0,0.963,0.867
33151.0,0.125,0.282
33152.0,0.579,0.948
33153.0,0.835,0.591
33154.0,0.403,0.773
33155.0,0.001,0.038
33158.0,0.036,0.318
33161.0,0.646,0.162
33162.0,0.964,0.636
33163.0,0.979,0.895
33164.0,0.001,0.118
33165.0,0.072,0.535
33166.0,0.007,0.123
33168.0,0.923,0.158
33171.0,0.005,0.355
33172.0,0.001,0.35
33173.0,0.065,0.708
33174.0,0.401,0.865
33175.0,0.893,0.849
33177.0,0.0,0.267
33179.0,0.837,0.854
33180.0,0.001,0.173
33181.0,0.045,0.045
33182.0,0.005,0.42
33183.0,0.0,0.88
33184.0,0.002,0.325
33186.0,0.002,0.056
33187.0,0.846,0.751
33188.0,0.553,0.902
33189.0,0.058,0.08
33191.0,0.007,0.626
33192.0,0.995,0.82
33193.0,0.002,0.058
33194.0,0.681,0.899
33195.0,0.14,0.493
33196.0,0.036,0.53
33198.0,0.0,0.044
33199.0,0.003,0.508
33200.0,0.554,0.415
33202.0,0.002,0.295
33204.0,0.032,0.116
33205.0,0.93,0.554
33206.0,0.003,0.097
33207.0,0.021,0.636
33208.0,0.731,0.74
33209.0,0.443,0.78
33210.0,0.229,0.95
33211.0,0.0,0.188
33212.0,0.641,0.896
33213.0,0.073,0.465
33214.0,0.006,0.207
33216.0,0.0,0.177
33218.0,0.65,0.45
33219.0,0.002,0.129
33220.0,0.032,0.308
33221.0,0.939,0.852
33222.0,0.043,0.626
33223.0,0.922,0.756
33224.0,0.891,0.4
33225.0,0.01,0.383
33226.0,0.176,0.869
33227.0,0.471,0.34
33228.0,0.183,0.616
33229.0,0.274,0.777
33230.0,0.0,0.34
33231.0,0.002,0.165
33233.0,0.153,0.152
33234.0,0.155,0.109
33235.0,0.679,0.857
33238.0,0.008,0.206
33240.0,0.574,0.953
33241.0,0.926,0.466
33243.0,0.033,0.117
33244.0,0.961,0.358
33245.0,0.002,0.456
33246.0,0.142,0.884
33247.0,0.1,0.256
33248.0,0.979,0.944
33249.0,0.004,0.18
33250.0,0.004,0.347
33251.0,0.047,0.748
33252.0,0.735,0.886
33253.0,0.114,0.267
33254.0,0.689,0.622
33255.0,0.168,0.183
33256.0,0.655,0.083
33257.0,0.995,0.572
33258.0,0.002,0.754
33259.0,0.26,0.417
33260.0,0.0,0.25
33261.0,0.536,0.255
33262.0,0.021,0.136
33263.0,0.129,0.261
33264.0,0.003,0.122
33265.0,0.0,0.122
33266.0,0.007,0.18
33267.0,0.703,0.162
33268.0,0.027,0.141
33269.0,0.002,0.282
33270.0,0.002,0.133
33271.0,0.056,0.602
33272.0,0.0,0.121
33273.0,0.974,0.775
33275.0,0.017,0.347
33276.0,0.003,0.039
33277.0,0.167,0.473
33278.0,0.052,0.716
33279.0,0.217,0.317
33280.0,0.133,0.702
33281.0,0.028,0.159
33282.0,0.0,0.186
33284.0,0.783,0.684
33286.0,0.08,0.441
33287.0,0.934,0.909
33288.0,0.0,0.302
33289.0,0.827,0.924
33290.0,0.271,0.207
33291.0,0.005,0.555
33292.0,0.507,0.475
33293.0,0.018,0.339
33294.0,0.259,0.409
33295.0,0.12,0.675
33296.0,0.895,0.358
33297.0,0.0,0.029
33298.0,0.125,0.252
33299.0,0.01,0.363
33300.0,0.977,0.661
33301.0,0.003,0.533
33303.0,0.0,0.053
33304.0,0.989,0.859
33306.0,0.987,0.895
33307.0,0.034,0.025
33308.0,0.92,0.776
33309.0,0.104,0.443
33310.0,0.0,0.368
33311.0,0.0,0.295
33312.0,0.594,0.679
33316.0,0.135,0.624
33317.0,0.646,0.826
33319.0,0.07,0.198
33321.0,0.025,0.154
33323.0,0.003,0.103
33325.0,0.009,0.059
33327.0,0.001,0.035
33328.0,0.999,0.941
33329.0,0.197,0.142
33330.0,0.994,0.859
33334.0,0.994,0.863
33335.0,0.061,0.134
33337.0,0.001,0.183
33338.0,0.048,0.179
33339.0,0.003,0.327
33340.0,0.001,0.208
33342.0,0.986,0.13
33343.0,0.049,0.067
33344.0,0.001,0.067
33345.0,0.184,0.582
33346.0,0.995,0.885
33347.0,0.409,0.206
33348.0,0.993,0.891
33349.0,0.755,0.782
33350.0,0.06,0.412
33353.0,0.099,0.348
33355.0,0.225,0.766
33356.0,0.007,0.476
33357.0,0.019,0.507
33358.0,0.312,0.543
33359.0,0.006,0.036
33361.0,0.177,0.575
33362.0,0.007,0.042
33363.0,0.819,0.9
33364.0,0.02,0.158
33365.0,0.964,0.899
33366.0,0.003,0.034
33367.0,0.962,0.683
33368.0,0.01,0.593
33369.0,0.125,0.075
33371.0,0.278,0.071
33372.0,0.007,0.307
33373.0,0.279,0.502
33375.0,0.779,0.632
33376.0,0.973,0.98
33378.0,0.999,0.663
33379.0,0.879,0.435
33380.0,0.139,0.608
33382.0,0.18,0.547
33383.0,0.026,0.878
33384.0,0.001,0.101
33385.0,0.002,0.176
33386.0,0.013,0.142
33387.0,0.214,0.05
33388.0,0.56,0.29
33389.0,0.02,0.446
33390.0,0.026,0.338
33391.0,0.025,0.367
33393.0,0.91,0.72
33394.0,0.0,0.292
33395.0,0.433,0.191
33397.0,0.97,0.845
33399.0,0.999,0.726
33400.0,0.005,0.114
33401.0,0.827,0.525
33402.0,0.135,0.695
33403.0,0.387,0.129
33404.0,0.0,0.145
33405.0,0.014,0.529
33407.0,0.161,0.733
33408.0,0.505,0.289
33409.0,0.825,0.74
33410.0,0.067,0.827
33411.0,0.953,0.913
33413.0,0.7,0.291
33414.0,0.425,0.573
33415.0,0.023,0.704
33416.0,0.019,0.05
33417.0,0.015,0.56
33419.0,0.0,0.409
33420.0,0.278,0.754
33421.0,0.022,0.434
33422.0,0.131,0.213
33423.0,0.878,0.846
33424.0,0.002,0.393
33425.0,0.056,0.094
33426.0,0.237,0.233
33428.0,0.0,0.071
33429.0,0.032,0.179
33430.0,0.029,0.219
33431.0,0.04,0.186
33432.0,0.016,0.112
33433.0,0.027,0.15
33434.0,0.04,0.431
33436.0,0.739,0.68
33437.0,0.159,0.651
33438.0,0.02,0.648
33440.0,0.006,0.193
33442.0,0.911,0.655
